,community_size,name,lexical_change,ideology_lexical_change,male_ratio,friends_count_mean,friends_count_median,follower_count_mean,follower_count_median,tweet_count_mean,tweet_count_median,tweet_count_rank,topic_words,top_follows
74,457,UGA Sports,0.151904972,0.157509946,0.594339623,232.3063457,73,107.6673961,9,454.9015317,11,9,"compani,roof,atlanta,provid,base,twitter,ga,custom,peopl,servic,fallout,larp,f_____,bornfam,aae","ajc,GeorgiaFootball,UGAAthletics,Braves,AtlantaFalcons,FOX5Atlanta,wsbtv,aaronmurray11,GAFollowers,RealCJ10,MarkRicht,11AliveNews,M_Ryan02,ATLHawks,FreddieFreeman5,GAFolIowers,TheEllenShow,jimmyfallon,BarackObama,SportsCenter,espn,cnnbrk,KevinHart4real,taylorswift13,katyperry"
75,1805,Game,0.096472023,0.050998807,0.835073069,552.2919668,343,4114.691967,115,6426.53795,1446,111,"game,gamer,twitch,streamer,stream,anim,video,play,affili,youtub,esport,player,psn,@twitch,discord","PlayStation,Twitch,NintendoAmerica,Xbox,IGN,RockstarGames,BarackObama,Ubisoft,elonmusk,Ninja,FortniteGame,Steam,MrBeastYT,discord,Pokemon,timthetatman,EA,drdisrespect,GameSpot,Bungie,PlayOverwatch,Nadeshot,pokimanelol,E3,YouTube"
76,210, ,0.157991407,0.137999992,0.728571429,357.4095238,275,476.4190476,222,10452.09048,2841,132,"love,____,yoadrienn,cortez,amaya,milit,des,way,pour,yet,sane,instagram,take,boss,decent","VineCreators,TwitterVideo,BarackObama,ajc,GAFollowers,Drake,KevinHart4real,rihanna,wizkhalifa,LilTunechi,KingJames,chrisbrown,TheEllenShow,JColeNC,1future,wsbtv,iamcardib,instagram,kanyewest,Wale,theestallion,Tip,lilduval,NBA,NICKIMINAJ"
77,635,Georgia High School Sports,0.121919347,0.063656884,0.819004525,1189.894488,636,1559.285039,373,3861.559055,956,89,"coach,school,high,footbal,athlet,qb,gpa,db,wr,hs,lb,rb,westlak,class,sport","RecruitGeorgia,ChadSimmons_,OfficialGHSA,Mansell247,High5Sports,247Sports,Rivals,GPBsports,WSBTVsports,SportsCenter,therealkwat,scoreatlanta,NFL,espn,GeorgiaFootball,ajc,247recruiting,KingJames,AtlantaFalcons,wsbtv,MaxPreps,BleacherReport,GAFollowers,TheOpening,RisingSeniors"
78,647, ,0.154451672,0.088618984,0.882352941,592.1251932,397,878.6460587,228,12094.66615,3213,136,"sneaker,sneakerhead,ig,#sneakerhead,instagram,kick,nike,season,legendarycop,youtub,god,bio,shoe,ep,link","nikestore,footlocker,nicekicks,SneakerNews,kicksonfire,Nike,FinishLine,Jumpman23,SoleCollector,KicksDeals,J23app,ComplexSneakers,SOLELINKS,champssports,KingJames,adidasoriginals,Footaction,Drake,sneakersteal,Eastbay,kanyewest,SneakerShouts,SportsCenter,GAFollowers,BarackObama"
79,1731,Christian,0.090658597,0.037709195,0.417763158,817.4026574,438,2823.059503,199,7912.963605,1174,98,"god,author,speaker,pastor,gospel,ministri,coach,jesus,life,love,christ,christian,church,purpos,minist","BishopJakes,BarackObama,JoyceMeyer,JoelOsteen,tylerperry,kirkfranklin,Oprah,IAmSteveHarvey,marvinsapp,RealFredHammond,kierrasheard,Donnieradio,ajc,therealmarymary,TyeTribbett,cecewinans,tashacobbs,KevinHart4real,tarajiphenson,jamalhbryant,MrJamesFortune,Keetwit,YolandaAdams,VaShawnMitchell,RevRunWisdom"
80,317, ,0.146608931,0.113015823,0.559322034,423.6656151,251,1182.523659,134,6796.33123,1469,112,"ig,da,tre,littl,5southshow,@coco,arianah,sweetheartlexus,just.hga,ashnikfit,teamk,rais,black,way,trap","KarlousM,DCYOUNGFLY,chicoBean,85SouthShow,WildNOut,theestallion,iamdesibanks,rihanna,iamcardib,Emanhudson,BarackObama,Drake,lilbaby4PF,gucci1017,chrisbrown,TheBSimone,JColeNC,MeekMill,KevinHart4real,GAFollowers,1future,Tip,WORLDSTAR,youngthug,DaBabyDaBaby"
81,392,NW Region - City of Marietta/Cobb County,0.107309473,0.06155096,0.481927711,596.8852041,313,443.1096939,116,1835.966837,310.5,34,"cobb,help,marietta,busi,atlanta,market,northwest,metro,solut,provid,driven,client,mail,us,area","ajc,CobbNewsNow,cobbcountygovt,cityofmarietta,mdjonline,wsbtv,CobbChamber,11AliveNews,CobbSchools,FOX5Atlanta,CityofAtlanta,AtlantaMagazine,ATL_Events,EastCobbPatch,CobbBuzz,eastcobber,visitmariettaga,SmyrnaPatch,SmyrnaNews,cl_atlanta,DiscoverAtlanta,Braves,cnnbrk,cbs46,AtlBizChron"
82,457, ,0.13122719,0.099907049,0.595419847,296.3588621,169,115.4398249,30,714.1006565,43,19,"estat,profession,come,ga,adoro,ofcomput,showcas,artist,blerd,voluntari,cls,real,atlanta,firm,agent","ajc,Twitter,TheEllenShow,jimmyfallon,BarackObama,TwitterLive,ActuallyNPH,LIFE,wsbtv,BBCBreaking,stephenfry,TheEconomist,katyperry,BillGates,TwitterSports,rihanna,rickygervais,TEDTalks,jtimberlake,Reuters,CNN,hm,CHANEL,nytimes,ladygaga"
83,275,Marvel,0.130259259,0.077964665,0.595505618,426.0036364,249,287.0218182,72,3522.938182,494,56,"comic,actor,marvel,movi,nerd,writer,opespillgam,cosplay,pop,tien,watch,becom,i'm,superhero,awkward","RobertDowneyJr,ChrisEvans,chrishemsworth,Avengers,Marvel,prattprattpratt,VancityReynolds,MarkRuffalo,JeremyRenner,BarackObama,CaptainAmerica,MarvelStudios,TomHolland1996,RealHughJackman,thorofficial,Iron_Man,Guardians,chadwickboseman,twhiddleston,SamuelLJackson,TheRealStanLee,theblackpanther,DrStrange,AntMan,ajc"
84,352,Black female entrepreneurs,0.114215432,0.06642267,0.294736842,495.9147727,322,1490.403409,107.5,5764.855114,629.5,69,"black,brand,entrepreneur,author,busi,women,color,event,speaker,founder,cultur,line,chang,experi,bath","blackenterprise,blackvoices,EBONYMag,Essence,TheRoot,BarackObama,ajc,Oprah,CNN,BET,tylerperry,rolandsmartin,GetJETmag,tvonetv,cnnbrk,soledadobrien,wsbtv,nytimes,ava,tarajiphenson,MichelleObama,CityofAtlanta,IAmSteveHarvey,BLACKGIRLSROCK,KevinHart4real"
85,202, ,0.135866872,0.092565187,0.715686275,478.3316832,325.5,405.450495,178,10757.77723,2757,130,"boston,patriot,celtic,england,sox,fan,@patriot,red,sport,bruin,pat,@thugnation47,connorsirk,alum,ri","Patriots,TomBrady,RobGronkowski,Edelman11,RedSox,BarackObama,celtics,NFL,SportsCenter,espn,ajc,AdamSchefter,GAFollowers,realDonaldTrump,NHLBruins,stephenasmith,davidortiz,barstoolsports,wojespn,BillSimmons,KingJames,jimmyfallon,BleacherReport,SHAQ,Drake"
86,743, ,0.094561922,0.045067531,0.481481481,878.4858681,478,1000.297443,293,3696.916555,856,83,"market,digit,media,agenc,social,brand,advertis,strategi,#market,content,help,manag,busi,creativ,communic","ajc,mashable,adage,Adweek,FastCompany,TechCrunch,hootsuite,HubSpot,MarketingProfs,socialmedia2day,Forbes,nytimes,WIRED,AtlantaMagazine,WSJ,BarackObama,AMAAtlanta,Inc,cl_atlanta,HarvardBiz,Google,cnnbrk,CNN,SMExaminer,AtlBizChron"
87,323, ,0.11679317,0.070155109,0.365853659,529.4024768,329,854.1826625,132,5346.572755,1164,97,"appel,learner,salt,travel,i'm,#theresist,lawyer,design,tri,semicolon,dptraynor,opinion,photograph,dracula,mom","RogueNASA,NotAltWorld,BarackObama,altUSEPA,RoguePOTUSStaff,HillaryClinton,AltPublicLands,MichelleObama,POTUS44,ajc,SenWarren,altusda,AOC,StephenAtHome,JoeBiden,Alt_CDC,nytimes,ACLU,SenSanders,neiltyson,Healthy_Policy,AltHHS,KamalaHarris,ewarren,BernieSanders"
88,216,Far NW Region ExUrbs,0.112735142,0.076617028,0.455555556,563.412037,271,400.2314815,149,1659.944444,334,35,"atlanta,estat,clean,famili,perimet,experi,develop,vcap,home,provid,sell,firm,wife,diseas,gyro","ajc,DunwoodyGA,DunwoodyPolice,wsbtv,SandySpringsGA,DunwoodyCrier,11AliveNews,AtlantaMagazine,CityofAtlanta,FOX5Atlanta,ATL_Events,cl_atlanta,DunwoodyChamber,DiscoverAtlanta,DunwoodyPatch,GeorgiaAtoZ,NorthMetroNews,Reporter_News,ATLINtownPaper,cnnbrk,DunwoodyHOA,AtlantaBeltLine,DeKalbNewsNow,VisitDunwoody,cbs46"
89,318,Super-Far NW Region ExUrbs,0.118572267,0.06967884,0.469230769,712.6698113,454.5,548.8993711,150,1978.783019,415.5,46,"north,compani,servic,realtor,market,atlanta,metro,communityprofil,counti,provid,area,home,qualiti,event,clean","ajc,alpharettagov,AlpharettaPatch,AlpharettaCVB,NFultonNeighbor,CityofRoswellGA,RoswellPatch,wsbtv,AtlantaMagazine,AvalonInsider,CityofAtlanta,ATL_Events,cl_atlanta,DiscoverAtlanta,GrowAlpharetta,11AliveNews,FOX5Atlanta,cityofmiltonga,Alpharetta_CoC,AtlBizChron,gnfcc,northfulton,JohnsCreekPatch,cnnbrk,FultonCoSchools"
90,531,Misc Entertainment and Local Culture,0.15199278,0.100917861,0.623931624,230.2354049,90,115.1600753,11,2990.350282,19,16,"entertain,celebr,rap,i'm,hip-hop,hair,life,pew,music,rapper,paint,tv,god,real,hottest","tarajiphenson,ajc,fatbellybella,wsbtv,Tip,ryancameron,cl_atlanta,AtlantaFalcons,1future,KasimReed,GAFollowers,BarackObama,TheEllenShow,rihanna,FOX5Atlanta,Drake,jimmyfallon,KevinHart4real,RickeySmiley,Kandi,LilTunechi,ATL_Events,SportsCenter,chrisbrown,TreySongz"
91,887, ,0.097680474,0.048567944,0.556851312,587.4768884,356,1452.634724,217,2652.351747,485,52,"communiti,citi,sustain,atlanta,urban,transit,transport,energi,solar,environment,develop,polici,organ,advoc,public","CityofAtlanta,AtlantaBeltLine,ajc,atlcouncil,cl_atlanta,AtlantaMagazine,KeishaBottoms,TimKeaneATL,AtlantaRegional,ATLPlanning,atlantabike,ryangravel,SaportaReport,BarackObama,downtownatlanta,KasimReed,ATLResilience,MidtownATL,mariasaporta,ThreadATL,InvestAtlanta,atlurbanist,AtlBizChron,piedmontpark,CurbedAtlanta"
92,524,Regional Leadership Development & Philanthropy,0.116127462,0.054293169,0.253623188,722.1870229,418.5,655.1526718,248,1873.055344,507.5,58,"nonprofit,communiti,homeless,organ,youth,help,non-profit,volunt,children,empow,program,provid,social,famili,fundrais","nonprofitorgs,unitedwayatl,ajc,CityofAtlanta,ACFB,gatesfoundation,Philanthropy,CandidDotOrg,CandidSouth,HandsOnAtlanta,KasimReed,AtlantaMagazine,BarackObama,BlankFoundation,AtlantaBeltLine,CARE,NonProfitTimes,dosomething,cl_atlanta,CaseFoundation,BillGates,npquarterly,wsbtv,ATLINtownPaper,Oprah"
93,385, ,0.118822807,0.058221624,0.586363636,634.5298701,440,904.9506494,271,2228.550649,418,47,"georgia,polit,polici,affair,govern,public,journal-constitut,state,report,ga,@ajc,law,attorney,uga,associ","ajc,politicalinsidr,AJCGaPolitics,bluestein,GovernorDeal,GaHouseHub,GASenatePress,CaseyCagle,wsbtv,GAassemblytweet,BrianKempGA,GAChamber,GaRepublicans,Georgia_AG,CharlieBHarper,georgiagov,toddmr,kbwingfield,gapundit,SenatorIsakson,peachpundit,NathanDeal,CityofAtlanta,samolens,KasimReed"
94,376, ,0.11867429,0.054746478,0.463917526,1014.558511,587,1242.984043,292,5392.170213,1043,94,"georgia,democrat,polit,state,legisl,progress,district,advoc,justic,opinion,polici,senat,law,activist,former","staceyabrams,GeorgiaDemocrat,BarackObama,elenaparent,bluestein,GAHouseDems,ajc,GASenateDems,NikemaWilliams,repjohnlewis,RepScottHolcomb,redclaydems,BeeForGeorgia,georgiayds,senatorjen,SenNanOrrock,politicalinsidr,CityofAtlanta,HillaryClinton,AJCGaPolitics,Cannonfor58,ossoff,fairfightaction,SamforGeorgia,KamalaHarris"
95,296, ,0.131562074,0.06330788,0.575949367,383.5439189,273,288.0574324,88.5,3093.462838,722.5,76,"cat,polit,emori,dog,born,interest,opinion,@wellstarhealth,phd,research,mama,disney,tweet,@georgiatechea,hiker","jonfavs,jonlovett,TVietor08,danpfeiffer,BarackObama,PodSaveAmerica,crookedmedia,AOC,JoeBiden,KamalaHarris,ewarren,staceyabrams,SenWarren,HillaryClinton,ajc,nytimes,MichelleObama,SenSanders,StephenAtHome,BernieSanders,jaketapper,maddow,NateSilver538,repjohnlewis,POTUS44"
96,246, ,0.138507293,0.078642795,0.28440367,379.9186992,250,712.9715447,180,5372.390244,1491,113,"dog,mom,actor,writer,mfa,coffe,biling,wife,belong,cinemat,peopl,potti,tweet,black,__","Lin_Manuel,HamiltonMusical,BarackObama,DaveedDiggs,leslieodomjr,dog_rates,dog_feelings,ReneeGoldsberry,Phillipasoo,chrissyteigen,ChrisisSingin,ARamosofficial,MichelleObama,AOC,ajc,TheEllenShow,JasCephasJones,JoeBiden,OakSmash,AnnaKendrick47,jimmyfallon,StephenAtHome,VancityReynolds,KamalaHarris,ActuallyNPH"
97,232, ,0.145663134,0.124126301,0.830508475,633.8965517,390,18615.05603,55.5,5380.965517,256,31,"basketbal,@nodunksinc,@theathleticnba,nba,hoop,sport,bball,sportstalk,podcast,follow,shaq,desd,turner,youtub,#nbatwitt","warriors,spurs,HoustonRockets,okcthunder,cavs,LAClippers,ATLHawks,KingJames,Lakers,MiamiHEAT,PelicansNBA,NBA,BrooklynNets,celtics,memgrizz,chicagobulls,Bucks,WashWizards,KDTrey5,StephenCurry30,sixers,hornets,nyknicks,Pacers,SportsCenter"
98,338,BLM,0.124206229,0.069330097,0.806122449,807.9230769,545,762.7071006,142.5,6058.156805,2148,123,"socialist,progress,berni,@metroatldsa,democrat,polit,#m4a,#bernie2020,#notmeus,#blm,#medicareforal,#blacklivesmatt,queer,medicar,abolish","AOC,briebriejoy,ninaturner,BernieSanders,SenSanders,IlhanMN,krystalball,RashidaTlaib,DemSocialists,KyleKulinski,BenjaminPDixon,justicedems,AnaKasparian,davidsirota,MetroATLDSA,ggreenwald,theintercept,cenkuygur,CornelWest,GravelInstitute,CoriBush,ryangrim,People4Bernie,jacobinmag,kenklippenstein"
99,390,Pop culture & news: Black progresive,0.126876579,0.062217943,0.536363636,323.0025641,257,1251.835897,218.5,11204.16154,3039.5,135,"alumna,black,#blacklivesmatt,phd,acab,queer,matter,hayley,gsu,_vegan,chees,telegram,ich,emori,criminolog","WhereProtest,BarackObama,AOC,GAFollowers,KeishaBottoms,ajc,staceyabrams,BernieSanders,chrissyteigen,MichelleObama,CityofAtlanta,LilNasX,theestallion,POTUS44,rihanna,iamcardib,nytimes,wsbtv,NPR,SenSanders,ewarren,repjohnlewis,chancetherapper,dog_rates,StephenAtHome"
100,902, ,0.104997015,0.045408463,0.504201681,294.0964523,132,627.3181818,39.5,2804.782705,134.5,25,"news,journalist,law,secur,american,sale,en,specialist,cnn,world,spend,instructor,litig,ingeniero,editor","ajc,BarackObama,cnnbrk,CNN,nytimes,AP,washingtonpost,BBCBreaking,wsbtv,WhiteHouse,BBCWorld,ABC,POTUS,WSJ,realDonaldTrump,Reuters,TIME,HillaryClinton,ObamaWhiteHouse,NBCNews,CBSNews,POTUS44,NPR,TheEllenShow,HuffPost"
101,385, ,0.124320043,0.062231036,0.812121212,418.225974,214,592.6181818,66,2849.142857,444,50,"space,engin,data,student,aerospac,scienc,architect,tweet,1x,sci-fi,thing,hadoop,#tesla,enthusiast,mongodb","SpaceX,elonmusk,NASA,Tesla,BarackObama,Space_Station,BillGates,neiltyson,ajc,NASAJPL,NASAHubble,MarsCuriosity,NASAKennedy,realDonaldTrump,NASA_Johnson,nytimes,BillNye,StationCDRKelly,CityofAtlanta,NatGeo,AOC,wsbtv,CNN,POTUS,BBCBreaking"
102,402, ,0.118686841,0.064480616,0.723076923,598.199005,426,1751.373134,159.5,7714.629353,2307,125,"geek,comic,writer,nerd,dragon,occasion,game,gamer,con,war,stuff,design,fantasi,most,convent","wilw,NathanFillion,SirPatStew,HamillHimself,feliciaday,ActuallyNPH,BarackObama,pattonoswalt,neilhimself,GeorgeTakei,StephenAtHome,levarburton,DragonCon,donttrythis,neiltyson,ConanOBrien,RobertDowneyJr,simonpegg,IanMcKellen,AOC,ChrisEvans,starwars,NASA,AlanTudyk,SteveMartinToGo"
103,243, ,0.122866782,0.105000038,0.693693694,576.8106996,428,642.2798354,135,4315.91358,1572,116,"comedi,comedian,writer,comic,cat,host,movi,podcast,cherith,e-bay,stand-up,godaddi,tortilla,chees,funni","pattonoswalt,kumailn,PFTompkins,mulaney,StephenAtHome,ConanOBrien,SarahKSilverman,BarackObama,chelseaperetti,nickkroll,meganamram,robdelaney,marcmaron,birbigs,hannibalburess,JimGaffigan,TheOnion,kristenschaaled,AndyRichter,michaelianblack,SteveMartinToGo,AOC,azizansari,mradamscott,peteholmes"
104,208,Biden,0.128345452,0.059137779,0.573529412,317.3461538,225.5,289.6346154,51,2688.288462,454.5,51,"leesadi,enforc,recoveri,data,lover,enthusiast,#justiceforbreonnataylor,black,learn,polit,forens,#blacklivesmatt,queer,feminist,flag","AOC,IlhanMN,RashidaTlaib,AyannaPressley,Ilhan,BarackObama,RepPressley,RepRashida,KamalaHarris,BernieSanders,SenSanders,ewarren,staceyabrams,SenWarren,JoeBiden,MichelleObama,SpeakerPelosi,RepMaxineWaters,HillaryClinton,nytimes,ajc,SenKamalaHarris,CNN,repjohnlewis,KeishaBottoms"
105,792, ,0.105466965,0.04849132,0.729372937,550.8156566,313,462.6123737,110,2689.082071,381.5,41,"financi,busi,invest,financ,trader,compani,investor,capit,servic,solut,wealth,advisor,manag,profession,econom","Forbes,WSJ,ajc,business,CNBC,MarketWatch,TheEconomist,nytimes,businessinsider,FortuneMagazine,ReutersBiz,FinancialTimes,FT,Inc,CNN,cnnbrk,BarackObama,WSJbusiness,jimcramer,realDonaldTrump,BillGates,BW,Entrepreneur,HarvardBiz,Reuters"
106,276, ,0.116298376,0.068716084,0.696428571,716.1086957,461.5,762.8405797,243,2132.971014,878.5,84,"solut,technolog,cloud,softwar,mobil,custom,lead,provid,market,tech,sale,analyt,data,digit,applic","TechCrunch,WIRED,ajc,Gizmodo,ForbesTech,engadget,CNET,mashable,Gartner_inc,Forbes,WSJ,forrester,verge,BillGates,HarvardBiz,FastCompany,Google,lifehacker,CNETNews,nytimes,salesforce,hootsuite,HuffPostTech,CIOonline,Microsoft"
107,1273, ,0.085104338,0.041869625,0.707612457,818.5428123,493,1263.780833,321,3086.869599,709,74,"startup,tech,founder,entrepreneur,co-found,technolog,innov,build,ventur,market,ceo,develop,softwar,product,investor","ATLTechVillage,hypepotamus,VentureAtlanta,atdc,StartupAtlanta,davidcummings,ATLTechEdge,ajc,InvestAtlanta,TechCrunch,TechSquare,TAGthink,Angel_Atlanta,atlchamber,AtlBizChron,switchyards,pauljudge,elonmusk,ATLTechBlogs,BarackObama,CityofAtlanta,tavani,jen_bonnett,davempayne,FlashpointGT"
108,212,Republican1,0.134030002,0.063953135,0.577235772,994.490566,497.5,7008.325472,200,5343.962264,840,82,"cnn,endors,@cnn,produc,journalist,retweet,editor,news,anchor,senior,hln,espaol,rt,en,alum","CNN,andersoncooper,wolfblitzer,BarackObama,cnnbrk,donlemon,jaketapper,Acosta,ChrisCuomo,AC360,DanaBashCNN,nytimes,BrookeBCNN,JohnKingCNN,HillaryClinton,brianstelter,drsanjaygupta,CNNPolitics,ajc,washingtonpost,AP,JoeBiden,soledadobrien,cnni,brikeilarcnn"
109,1883,Republican2,0.094423584,0.049652071,0.523920653,927.920871,366,1129.786511,97,6672.11418,1224,101,"#resist,polit,trump,liber,democrat,resist,vote,justic,#bidenharris2020,#fbr,#blm,retir,#theresist,wife,lover","BarackObama,JoeBiden,KamalaHarris,maddow,ProjectLincoln,HillaryClinton,SpeakerPelosi,gtconway3d,AOC,JoyAnnReid,MichelleObama,RepAdamSchiff,ewarren,SteveSchmidtSES,TheRickWilson,staceyabrams,SenWarren,PreetBharara,chrislhayes,jaketapper,nytimes,sarahcpr,SenKamalaHarris,Yamiche,Acosta"
110,464,Atlanta Sports: 929 The Game,0.116781377,0.077498303,0.910614525,474.0064655,284.5,798.6961207,79,4773.655172,731.5,78,"sport,falcon,fan,atlanta,@929thegam,hawk,father,radio,#riseup,brave,unit,i'm,produc,husband,footbal","putemupcdukes,929TheGame,DukesandBell929,MikeBellATL,MikeConti929,Bighugh53,AtlantaFalcons,JohnFricke,JohnMichaelsU,MiddayShow929,wendyradio,TBM929,randymac81,squidbilly929,ATLHawks,BarackObama,Braves,ajc,archerqb16,SportsCenter,M_Ryan02,AdamSchefter,ATLUTD,NFL,espn"
